Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),xg (g),yg (g),zg (g)
1206,1620295646925,-0.1,-0.534,-0.55
1207,1620295646981,0.0,-0.57,-0.566
1208,1620295647040,-0.02,-0.571,-0.555
1209,1620295647095,0.02,-0.568,-0.584
1210,1620295647154,-0.04,-0.566,-0.545
1211,1620295647213,-0.14,-0.536,-0.544
1212,1620295647271,0.03,-0.565,-0.577
1213,1620295647329,-0.05,-0.571,-0.563
1214,1620295647386,0.0,-0.55,-0.576
1215,1620295647446,-0.02,-0.569,-0.546
1216,1620295647503,-0.12,-0.544,-0.536
1217,1620295647561,0.08,-0.553,-0.585
1218,1620295647620,-0.04,-0.583,-0.574
1219,1620295647678,-0.03,-0.552,-0.564
1220,1620295647735,-0.03,-0.563,-0.56
1221,1620295647794,-0.09,-0.552,-0.53
1222,1620295647851,0.01,-0.536,-0.573
1223,1620295647909,0.01,-0.59,-0.575
1224,1620295647966,-0.05,-0.551,-0.546
1225,1620295648025,-0.02,-0.568,-0.573
1226,1620295648083,-0.13,-0.55,-0.542
1227,1620295648140,0.0,-0.534,-0.566
1228,1620295648198,0.07,-0.591,-0.576
1229,1620295648257,-0.07,-0.567,-0.549
1230,1620295648315,-0.01,-0.556,-0.568
1231,1620295648374,-0.09,-0.555,-0.546
1232,1620295648430,-0.07,-0.539,-0.551
1233,1620295648488,0.02,-0.574,-0.576
1234,1620295648547,-0.04,-0.566,-0.552
1235,1620295648603,0.01,-0.555,-0.57
1236,1620295648663,-0.02,-0.563,-0.551
1237,1620295648720,-0.13,-0.539,-0.547
1238,1620295648779,0.07,-0.562,-0.591
1239,1620295648837,-0.07,-0.578,-0.563
1240,1620295648895,-0.03,-0.545,-0.556
1241,1620295648953,-0.03,-0.577,-0.548
1242,1620295649012,-0.1,-0.547,-0.533
1243,1620295649069,0.02,-0.546,-0.577
1244,1620295649126,0.0,-0.581,-0.58
1245,1620295649185,-0.06,-0.55,-0.56
1246,1620295649243,-0.04,-0.567,-0.566
1247,1620295649302,-0.1,-0.55,-0.536
1248,1620295649359,-0.01,-0.538,-0.569
1249,1620295649415,0.01,-0.59,-0.571
1250,1620295649475,-0.06,-0.558,-0.56
1251,1620295649532,0.01,-0.565,-0.574
1252,1620295649591,-0.14,-0.55,-0.537
1253,1620295649648,-0.04,-0.538,-0.566
1254,1620295649705,0.05,-0.58,-0.57
1255,1620295649764,-0.06,-0.573,-0.552
1256,1620295649823,0.01,-0.555,-0.577
1257,1620295649880,-0.1,-0.556,-0.554
1258,1620295649939,-0.09,-0.546,-0.548
1259,1620295649996,0.01,-0.574,-0.576
1260,1620295650055,-0.07,-0.577,-0.555
1261,1620295650111,0.0,-0.545,-0.563
1262,1620295650170,-0.01,-0.569,-0.547
1263,1620295650229,-0.06,-0.545,-0.542
1264,1620295650286,0.07,-0.572,-0.59
1265,1620295650344,-0.06,-0.575,-0.572
1266,1620295650402,-0.06,-0.54,-0.552
1267,1620295650460,-0.04,-0.571,-0.55
1268,1620295650519,-0.07,-0.553,-0.539
1269,1620295650576,0.06,-0.552,-0.584
1270,1620295650633,0.03,-0.581,-0.573
1271,1620295650691,-0.1,-0.547,-0.551
1272,1620295650751,-0.02,-0.561,-0.56
1273,1620295650809,-0.13,-0.544,-0.539
1274,1620295650865,0.03,-0.547,-0.571
1275,1620295650923,0.01,-0.59,-0.573
1276,1620295650982,-0.1,-0.563,-0.546
1277,1620295651038,0.0,-0.537,-0.568
1278,1620295651097,-0.05,-0.565,-0.557
1279,1620295651154,-0.02,-0.555,-0.567
1280,1620295651213,0.01,-0.582,-0.582
1281,1620295651271,-0.09,-0.567,-0.542
1282,1620295651330,-0.02,-0.529,-0.557
1283,1620295651388,-0.03,-0.564,-0.55
1284,1620295651446,-0.07,-0.547,-0.547
1285,1620295651502,0.06,-0.575,-0.588
1286,1620295651562,-0.09,-0.572,-0.557
1287,1620295651618,-0.07,-0.536,-0.561
1288,1620295651679,-0.01,-0.574,-0.553
1289,1620295651736,-0.12,-0.542,-0.536
1290,1620295651794,0.07,-0.572,-0.58
1291,1620295651852,-0.03,-0.583,-0.575
1292,1620295651910,-0.06,-0.51,-0.532
1293,1620295651968,-0.04,-0.534,-0.523
1294,1620295652028,-0.12,-0.549,-0.526
1295,1620295652084,0.02,-0.503,-0.552
1296,1620295652142,0.0,-0.58,-0.569
1297,1620295652200,-0.07,-0.551,-0.549
1298,1620295652258,-0.02,-0.555,-0.569
1299,1620295652316,-0.13,-0.55,-0.537
1300,1620295652374,0.01,-0.54,-0.564
1301,1620295652431,0.02,-0.593,-0.577
1302,1620295652489,-0.07,-0.566,-0.545
1303,1620295652547,-0.01,-0.539,-0.575
1304,1620295652605,-0.09,-0.558,-0.55
1305,1620295652664,-0.06,-0.536,-0.558
1306,1620295652721,0.01,-0.582,-0.577
1307,1620295652780,-0.03,-0.567,-0.555
1308,1620295652838,-0.01,-0.55,-0.571
1309,1620295652896,-0.02,-0.571,-0.551
1310,1620295652956,-0.12,-0.537,-0.543
1311,1620295653012,0.03,-0.565,-0.58
1312,1620295653071,-0.05,-0.571,-0.561
1313,1620295653129,-0.03,-0.553,-0.571
1314,1620295653187,0.0,-0.573,-0.558
1315,1620295653244,-0.12,-0.548,-0.538
1316,1620295653303,0.07,-0.561,-0.585
1317,1620295653360,-0.03,-0.578,-0.574
1318,1620295653420,-0.03,-0.557,-0.565
1319,1620295653477,-0.02,-0.573,-0.558
1320,1620295653536,-0.13,-0.554,-0.531
1321,1620295653593,0.02,-0.54,-0.574
1322,1620295653650,0.0,-0.592,-0.577
1323,1620295653708,-0.06,-0.556,-0.549
1324,1620295653766,-0.01,-0.563,-0.575
1325,1620295653826,-0.12,-0.545,-0.542
1326,1620295653883,-0.03,-0.531,-0.565
1327,1620295653941,0.03,-0.585,-0.572
1328,1620295653998,-0.04,-0.568,-0.552
1329,1620295654056,0.01,-0.568,-0.582
1330,1620295654115,-0.09,-0.561,-0.548
1331,1620295654173,-0.12,-0.537,-0.547
1332,1620295654231,0.02,-0.576,-0.575
1333,1620295654289,-0.04,-0.576,-0.56
1334,1620295654346,0.0,-0.551,-0.576
1335,1620295654405,-0.02,-0.568,-0.548
1336,1620295654463,-0.13,-0.542,-0.541
1337,1620295654520,0.07,-0.572,-0.585
1338,1620295654578,-0.07,-0.579,-0.567
1339,1620295654637,-0.03,-0.551,-0.555
1340,1620295654695,-0.04,-0.567,-0.55
1341,1620295654752,-0.1,-0.551,-0.535
1342,1620295654811,0.01,-0.543,-0.575
1343,1620295654868,-0.01,-0.583,-0.572
1344,1620295654927,-0.03,-0.561,-0.56
1345,1620295654985,-0.02,-0.583,-0.566
1346,1620295655044,-0.1,-0.553,-0.536
1347,1620295655102,-0.01,-0.537,-0.56
1348,1620295655160,0.0,-0.573,-0.571
1349,1620295655217,-0.04,-0.557,-0.56
1350,1620295655275,0.01,-0.576,-0.578
1351,1620295655334,-0.13,-0.543,-0.541
1352,1620295655391,-0.07,-0.532,-0.563
1353,1620295655449,0.03,-0.568,-0.567
1354,1620295655507,-0.03,-0.575,-0.558
1355,1620295655564,0.03,-0.568,-0.585
1356,1620295655623,-0.1,-0.558,-0.552
1357,1620295655681,-0.1,-0.54,-0.542
1358,1620295655738,0.0,-0.564,-0.575
1359,1620295655796,-0.04,-0.573,-0.564
1360,1620295655854,0.01,-0.546,-0.578
1361,1620295655912,-0.02,-0.576,-0.549
1362,1620295655970,-0.1,-0.541,-0.537
1363,1620295656028,0.01,-0.557,-0.573
1364,1620295656086,-0.03,-0.577,-0.574
1365,1620295656143,-0.03,-0.546,-0.574
1366,1620295656203,-0.04,-0.576,-0.555
1367,1620295656262,-0.1,-0.545,-0.53
1368,1620295656318,0.01,-0.545,-0.575
1369,1620295656375,0.02,-0.585,-0.577
1370,1620295656434,-0.06,-0.55,-0.558
1371,1620295656493,-0.02,-0.567,-0.57
1372,1620295656551,-0.13,-0.544,-0.538
1373,1620295656610,-0.01,-0.542,-0.565
1374,1620295656665,0.03,-0.574,-0.57
1375,1620295656723,-0.06,-0.571,-0.552
1376,1620295656782,0.05,-0.562,-0.581
1377,1620295656840,-0.14,-0.555,-0.541
1378,1620295656898,-0.05,-0.543,-0.555
1379,1620295656956,0.01,-0.575,-0.57
1380,1620295657013,-0.03,-0.578,-0.557
1381,1620295657072,0.01,-0.556,-0.579
1382,1620295657128,-0.05,-0.566,-0.552
1383,1620295657189,-0.1,-0.537,-0.546
1384,1620295657245,0.01,-0.57,-0.586
1385,1620295657303,-0.04,-0.58,-0.563
1386,1620295657363,-0.02,-0.545,-0.571
1387,1620295657420,-0.01,-0.579,-0.553
1388,1620295657480,-0.13,-0.534,-0.535
1389,1620295657537,0.02,-0.563,-0.576
1390,1620295657595,-0.03,-0.562,-0.572
1391,1620295657653,-0.02,-0.553,-0.57
1392,1620295657711,-0.01,-0.578,-0.558
1393,1620295657768,-0.13,-0.546,-0.532
1394,1620295657827,0.0,-0.542,-0.571
1395,1620295657885,-0.02,-0.571,-0.572
1396,1620295657943,-0.03,-0.56,-0.567
1397,1620295657999,0.01,-0.579,-0.579
1398,1620295658059,-0.13,-0.551,-0.543
1399,1620295658116,0.0,-0.535,-0.56
1400,1620295658174,0.05,-0.58,-0.571
1401,1620295658231,-0.04,-0.576,-0.551
1402,1620295658289,0.05,-0.567,-0.581
1403,1620295658347,-0.12,-0.553,-0.553
1404,1620295658407,-0.05,-0.533,-0.555
1405,1620295658464,0.01,-0.58,-0.578
1406,1620295658522,-0.04,-0.547,-0.532
1407,1620295658579,0.0,-0.532,-0.548
1408,1620295658637,0.01,-0.544,-0.54
1409,1620295658695,-0.09,-0.551,-0.554
1410,1620295658752,0.09,-0.575,-0.592
1411,1620295658808,-0.09,-0.566,-0.557
1412,1620295658868,-0.1,-0.54,-0.546
1413,1620295658927,-0.03,-0.563,-0.551
1414,1620295658983,-0.1,-0.552,-0.541
1415,1620295659042,0.09,-0.564,-0.581
1416,1620295659101,-0.01,-0.589,-0.574
1417,1620295659159,-0.09,-0.55,-0.551
1418,1620295659218,-0.04,-0.565,-0.557
1419,1620295659276,-0.12,-0.548,-0.537
1420,1620295659328,0.03,-0.538,-0.576
1421,1620295659391,0.01,-0.593,-0.578
1422,1620295659444,-0.09,-0.556,-0.542
1423,1620295659506,0.0,-0.545,-0.575
1424,1620295659561,-0.09,-0.561,-0.551
1425,1620295659623,-0.02,-0.543,-0.574
1426,1620295659680,0.02,-0.588,-0.573
1427,1620295659728,-0.09,-0.563,-0.544
1428,1620295659792,-0.03,-0.546,-0.567
1429,1620295659843,-0.04,-0.566,-0.551
1430,1620295659909,-0.1,-0.547,-0.552
1431,1620295659960,0.06,-0.575,-0.585
1432,1620295660027,-0.07,-0.561,-0.555
1433,1620295660076,-0.04,-0.547,-0.567
1434,1620295660143,0.01,-0.564,-0.552
1435,1620295660192,-0.12,-0.546,-0.543
1436,1620295660260,0.09,-0.576,-0.591
1437,1620295660317,-0.09,-0.575,-0.573
1438,1620295660377,-0.06,-0.542,-0.552
1439,1620295660431,-0.06,-0.554,-0.55
1440,1620295660492,-0.07,-0.556,-0.543
1441,1620295660544,0.06,-0.541,-0.582
1442,1620295660608,0.01,-0.582,-0.571
1443,1620295660662,-0.12,-0.522,-0.526
1444,1620295660725,-0.04,-0.513,-0.54
1445,1620295660777,-0.09,-0.507,-0.529
1446,1620295660840,0.02,-0.507,-0.546
1447,1620295660892,0.02,-0.56,-0.545
1448,1620295660956,-0.12,-0.567,-0.533
1449,1620295661009,-0.01,-0.55,-0.567
1450,1620295661072,-0.07,-0.557,-0.551
1451,1620295661130,-0.04,-0.551,-0.564
1452,1620295661188,0.05,-0.591,-0.58
1453,1620295661247,-0.07,-0.568,-0.551
1454,1620295661304,0.0,-0.543,-0.566
1455,1620295661362,-0.02,-0.562,-0.554
1456,1620295661419,-0.09,-0.557,-0.556
1457,1620295661478,0.08,-0.576,-0.583
1458,1620295661535,-0.1,-0.568,-0.553
1459,1620295661594,-0.06,-0.535,-0.555
1460,1620295661653,-0.03,-0.571,-0.55
1461,1620295661708,-0.06,-0.55,-0.541
1462,1620295661769,0.08,-0.561,-0.589
1463,1620295661827,-0.05,-0.587,-0.569
1464,1620295661884,-0.06,-0.547,-0.558
1465,1620295661942,-0.04,-0.561,-0.555
1466,1620295662000,-0.09,-0.545,-0.535
1467,1620295662059,0.02,-0.547,-0.573
1468,1620295662114,0.03,-0.592,-0.577
1469,1620295662173,-0.1,-0.548,-0.545
1470,1620295662223,-0.01,-0.557,-0.566
1471,1620295662291,-0.13,-0.54,-0.541
1472,1620295662346,0.0,-0.545,-0.566
1473,1620295662406,0.03,-0.584,-0.573
1474,1620295662459,-0.1,-0.566,-0.538
1475,1620295662522,0.0,-0.547,-0.563
1476,1620295662576,-0.03,-0.563,-0.562
1477,1620295662639,-0.03,-0.553,-0.567
1478,1620295662693,0.02,-0.578,-0.58
1479,1620295662741,-0.12,-0.563,-0.545
1480,1620295662810,-0.02,-0.533,-0.562
1481,1620295662861,-0.01,-0.573,-0.549
1482,1620295662927,-0.06,-0.553,-0.547
1483,1620295662977,0.06,-0.567,-0.589
1484,1620295663044,-0.07,-0.571,-0.559
1485,1620295663093,-0.04,-0.531,-0.56
1486,1620295663158,-0.04,-0.534,-0.523
1487,1620295663208,-0.07,-0.515,-0.51
1488,1620295663276,0.06,-0.561,-0.582
1489,1620295663326,-0.01,-0.588,-0.566
1490,1620295663393,-0.07,-0.545,-0.554
1491,1620295663444,-0.03,-0.567,-0.557
1492,1620295663508,-0.12,-0.547,-0.533
1493,1620295663561,0.01,-0.545,-0.569
1494,1620295663624,0.03,-0.579,-0.583
1495,1620295663675,-0.1,-0.556,-0.544
1496,1620295663740,0.01,-0.55,-0.571
1497,1620295663792,-0.13,-0.558,-0.541
1498,1620295663857,-0.02,-0.551,-0.575
1499,1620295663909,0.06,-0.581,-0.576
1500,1620295663973,-0.06,-0.57,-0.541
1501,1620295664026,-0.01,-0.547,-0.575
1502,1620295664089,-0.07,-0.56,-0.545
1503,1620295664142,-0.07,-0.538,-0.55
1504,1620295664205,0.02,-0.583,-0.581
1505,1620295664263,-0.05,-0.578,-0.553
1506,1620295664310,0.0,-0.541,-0.57
1507,1620295664378,0.01,-0.573,-0.547
1508,1620295664424,-0.07,-0.553,-0.554
1509,1620295664493,0.06,-0.574,-0.587
1510,1620295664543,-0.07,-0.567,-0.562
1511,1620295664609,-0.12,-0.54,-0.541
1512,1620295664658,-0.02,-0.558,-0.56
1513,1620295664726,-0.07,-0.555,-0.545
1514,1620295664774,0.09,-0.559,-0.585
1515,1620295664841,0.0,-0.58,-0.57
1516,1620295664891,-0.14,-0.543,-0.533
1517,1620295664958,-0.01,-0.556,-0.566
1518,1620295665010,-0.1,-0.555,-0.549
1519,1620295665074,0.03,-0.548,-0.58
1520,1620295665125,0.0,-0.593,-0.572
1521,1620295665189,-0.12,-0.555,-0.535
1522,1620295665242,-0.01,-0.535,-0.57
1523,1620295665306,-0.04,-0.565,-0.558
1524,1620295665359,-0.03,-0.55,-0.567
1525,1620295665421,0.01,-0.592,-0.577
1526,1620295665480,-0.09,-0.555,-0.539
1527,1620295665538,-0.03,-0.541,-0.562
1528,1620295665590,-0.01,-0.57,-0.555
1529,1620295665655,-0.1,-0.549,-0.548
1530,1620295665711,0.08,-0.577,-0.595
1531,1620295665760,-0.1,-0.57,-0.553
1532,1620295665826,-0.09,-0.542,-0.555
1533,1620295665887,-0.01,-0.567,-0.549
1534,1620295665939,-0.1,-0.547,-0.542
1535,1620295665991,0.09,-0.576,-0.587
1536,1620295666059,-0.05,-0.576,-0.573
1537,1620295666108,-0.06,-0.547,-0.556
1538,1620295666174,-0.04,-0.558,-0.551
1539,1620295666226,-0.1,-0.544,-0.545
1540,1620295666292,0.07,-0.55,-0.578
1541,1620295666342,0.0,-0.585,-0.573
1542,1620295666406,-0.07,-0.549,-0.542
1543,1620295666463,-0.03,-0.513,-0.528
1544,1620295666525,-0.12,-0.506,-0.531
1545,1620295666576,0.0,-0.543,-0.563
1546,1620295666639,0.05,-0.569,-0.537
1547,1620295666692,-0.1,-0.54,-0.507
1548,1620295666756,0.0,-0.544,-0.571
1549,1620295666812,-0.03,-0.558,-0.56
1550,1620295666872,-0.03,-0.552,-0.567
1551,1620295666924,0.03,-0.585,-0.58
1552,1620295666988,-0.07,-0.567,-0.547
1553,1620295667042,-0.01,-0.536,-0.56
1554,1620295667104,-0.03,-0.565,-0.553
1555,1620295667158,-0.1,-0.552,-0.556
1556,1620295667212,0.07,-0.571,-0.593
1557,1620295667275,-0.12,-0.57,-0.555
1558,1620295667326,-0.06,-0.537,-0.558
1559,1620295667392,-0.03,-0.566,-0.552
1560,1620295667442,-0.07,-0.55,-0.545
1561,1620295667510,0.07,-0.562,-0.589
1562,1620295667559,-0.04,-0.583,-0.577
1563,1620295667625,-0.07,-0.526,-0.547
1564,1620295667675,-0.05,-0.57,-0.555
1565,1620295667743,-0.09,-0.551,-0.537
1566,1620295667792,0.02,-0.542,-0.577
1567,1620295667858,0.03,-0.59,-0.577
1568,1620295667907,-0.09,-0.554,-0.55
1569,1620295667974,-0.03,-0.558,-0.57
1570,1620295668027,-0.1,-0.547,-0.546
1571,1620295668091,-0.01,-0.536,-0.572
1572,1620295668142,0.06,-0.587,-0.575
1573,1620295668208,-0.06,-0.567,-0.548
1574,1620295668258,0.01,-0.552,-0.576
1575,1620295668324,-0.12,-0.551,-0.546
1576,1620295668375,-0.06,-0.545,-0.56
1577,1620295668439,0.06,-0.578,-0.587
1578,1620295668497,-0.07,-0.579,-0.547
1579,1620295668555,-0.01,-0.54,-0.563
1580,1620295668612,-0.02,-0.567,-0.552
1581,1620295668673,-0.12,-0.547,-0.545
1582,1620295668729,0.02,-0.566,-0.582
1583,1620295668788,-0.05,-0.577,-0.563
1584,1620295668844,-0.05,-0.54,-0.555
1585,1620295668905,-0.04,-0.577,-0.549
1586,1620295668960,-0.09,-0.536,-0.534
1587,1620295669021,0.02,-0.555,-0.582
1588,1620295669073,-0.02,-0.585,-0.578
1589,1620295669137,-0.04,-0.547,-0.563
1590,1620295669190,-0.01,-0.564,-0.558
1591,1620295669254,-0.12,-0.549,-0.536
1592,1620295669307,-0.01,-0.539,-0.568
1593,1620295669359,0.0,-0.567,-0.568
1594,1620295669424,-0.05,-0.562,-0.563
1595,1620295669474,0.01,-0.572,-0.582
1596,1620295669540,-0.13,-0.544,-0.541
1597,1620295669590,-0.02,-0.538,-0.562
1598,1620295669658,0.02,-0.578,-0.572
1599,1620295669709,-0.05,-0.581,-0.555
1600,1620295669774,0.03,-0.563,-0.581
1601,1620295669823,-0.1,-0.56,-0.551
1602,1620295669891,-0.09,-0.541,-0.549
1603,1620295669940,0.0,-0.572,-0.575
1604,1620295670006,-0.03,-0.58,-0.559
1605,1620295670056,0.0,-0.551,-0.578
1606,1620295670122,-0.01,-0.567,-0.546
1607,1620295670175,-0.1,-0.548,-0.541
1608,1620295670238,0.06,-0.567,-0.59
1609,1620295670290,-0.05,-0.567,-0.571
1610,1620295670355,-0.06,-0.547,-0.555
1611,1620295670408,-0.04,-0.568,-0.552
1612,1620295670471,-0.12,-0.541,-0.534
1613,1620295670523,0.07,-0.551,-0.581
1614,1620295670587,-0.01,-0.582,-0.578
1615,1620295670644,-0.04,-0.561,-0.563
1616,1620295670704,-0.01,-0.562,-0.565
1617,1620295670759,-0.13,-0.55,-0.532
1618,1620295670808,0.01,-0.54,-0.567
1619,1620295670874,0.01,-0.581,-0.573
1620,1620295670921,-0.06,-0.57,-0.546
1621,1620295670990,0.0,-0.556,-0.577
1622,1620295671041,-0.13,-0.548,-0.55
1623,1620295671108,-0.02,-0.54,-0.568
1624,1620295671165,0.05,-0.587,-0.575
1625,1620295671222,-0.04,-0.571,-0.547
1626,1620295671281,-0.01,-0.543,-0.571
1627,1620295671341,-0.06,-0.567,-0.55
1628,1620295671398,-0.13,-0.53,-0.547
1629,1620295671456,0.01,-0.571,-0.582
1630,1620295671515,-0.05,-0.575,-0.553
1631,1620295671572,0.02,-0.543,-0.575
1632,1620295671630,-0.01,-0.576,-0.546
1633,1620295671689,-0.13,-0.536,-0.544
1634,1620295671745,0.09,-0.57,-0.588
1635,1620295671805,-0.06,-0.576,-0.573
1636,1620295671863,-0.07,-0.551,-0.553
1637,1620295671921,-0.03,-0.567,-0.55
1638,1620295671980,-0.13,-0.548,-0.536
1639,1620295672036,0.07,-0.552,-0.577
1640,1620295672090,0.0,-0.592,-0.57
1641,1620295672150,-0.09,-0.555,-0.545
1642,1620295672209,-0.03,-0.556,-0.57
1643,1620295672269,-0.12,-0.552,-0.541
1644,1620295672322,0.0,-0.537,-0.568
1645,1620295672376,0.01,-0.597,-0.577
1646,1620295672441,-0.09,-0.565,-0.533
1647,1620295672490,0.0,-0.554,-0.568
1648,1620295672557,-0.02,-0.567,-0.562
1649,1620295672616,-0.03,-0.549,-0.568
1650,1620295672673,0.06,-0.583,-0.583
1651,1620295672724,-0.09,-0.56,-0.551
1652,1620295672790,-0.03,-0.538,-0.56
1653,1620295672841,0.0,-0.563,-0.556
1654,1620295672903,-0.07,-0.565,-0.553
1655,1620295672963,0.08,-0.577,-0.591
1656,1620295673021,-0.12,-0.561,-0.552
1657,1620295673079,-0.07,-0.537,-0.545
1658,1620295673137,-0.02,-0.56,-0.555
1659,1620295673196,-0.04,-0.559,-0.548
1660,1620295673253,0.08,-0.565,-0.586
1661,1620295673308,-0.04,-0.583,-0.566
1662,1620295673370,-0.1,-0.531,-0.55
1663,1620295673428,-0.04,-0.562,-0.562
1664,1620295673486,-0.06,-0.554,-0.55
1665,1620295673539,0.02,-0.548,-0.577
1666,1620295673601,0.01,-0.593,-0.576
1667,1620295673660,-0.12,-0.547,-0.536
1668,1620295673717,0.0,-0.551,-0.565
1669,1620295673773,-0.05,-0.565,-0.557
1670,1620295673823,-0.02,-0.557,-0.575
1671,1620295673889,0.01,-0.586,-0.571
1672,1620295673939,-0.12,-0.551,-0.532
1673,1620295674006,0.0,-0.542,-0.561
1674,1620295674063,0.0,-0.575,-0.573
1675,1620295674122,-0.06,-0.562,-0.562
1676,1620295674174,0.02,-0.558,-0.579
1677,1620295674238,-0.14,-0.552,-0.54
1678,1620295674289,-0.05,-0.535,-0.556
1679,1620295674353,0.02,-0.573,-0.571
1680,1620295674407,-0.03,-0.576,-0.55
1681,1620295674469,0.01,-0.558,-0.582
1682,1620295674524,-0.07,-0.565,-0.552
1683,1620295674573,-0.1,-0.536,-0.551
1684,1620295674640,0.01,-0.567,-0.585
1685,1620295674689,-0.03,-0.57,-0.555
1686,1620295674757,-0.03,-0.551,-0.565
1687,1620295674804,0.01,-0.573,-0.548
1688,1620295674875,-0.1,-0.536,-0.542
1689,1620295674923,0.06,-0.567,-0.591
1690,1620295674989,-0.05,-0.571,-0.577
1691,1620295675039,-0.05,-0.547,-0.561
1692,1620295675105,-0.03,-0.563,-0.553
1693,1620295675154,-0.1,-0.546,-0.547
1694,1620295675222,0.07,-0.547,-0.579
1695,1620295675271,0.01,-0.586,-0.572
1696,1620295675339,-0.07,-0.549,-0.545
1697,1620295675397,-0.03,-0.558,-0.565
1698,1620295675456,-0.13,-0.553,-0.542
1699,1620295675512,0.03,-0.541,-0.572
1700,1620295675569,0.02,-0.59,-0.579
1701,1620295675628,-0.1,-0.567,-0.543
1702,1620295675687,-0.01,-0.541,-0.574
1703,1620295675740,-0.07,-0.555,-0.549
1704,1620295675803,-0.05,-0.533,-0.558
1705,1620295675856,0.01,-0.55,-0.554
1706,1620295675919,-0.07,-0.557,-0.527
1707,1620295675973,-0.01,-0.546,-0.572
1708,1620295676035,-0.02,-0.566,-0.547
1709,1620295676090,-0.14,-0.54,-0.535
1710,1620295676138,0.06,-0.574,-0.587
1711,1620295676205,-0.06,-0.577,-0.561
1712,1620295676255,-0.04,-0.55,-0.562
1713,1620295676323,0.0,-0.561,-0.547
1714,1620295676373,-0.1,-0.538,-0.536
1715,1620295676439,0.08,-0.557,-0.584
1716,1620295676490,-0.04,-0.586,-0.57
1717,1620295676557,-0.06,-0.553,-0.55
1718,1620295676605,-0.04,-0.563,-0.557
1719,1620295676672,-0.12,-0.556,-0.533
1720,1620295676721,0.03,-0.542,-0.579
1721,1620295676789,0.01,-0.59,-0.575
1722,1620295676841,-0.09,-0.547,-0.545
1723,1620295676904,-0.02,-0.555,-0.57
1724,1620295676964,-0.12,-0.55,-0.54
1725,1620295677022,-0.01,-0.541,-0.563
1726,1620295677079,0.07,-0.586,-0.572
1727,1620295677138,-0.07,-0.572,-0.553
1728,1620295677195,0.0,-0.557,-0.576
1729,1620295677253,-0.05,-0.557,-0.552
1730,1620295677311,-0.07,-0.537,-0.553
1731,1620295677368,0.05,-0.583,-0.585
1732,1620295677427,-0.05,-0.567,-0.558
1733,1620295677486,-0.01,-0.545,-0.561
1734,1620295677542,-0.02,-0.567,-0.554
1735,1620295677602,-0.14,-0.545,-0.546
1736,1620295677657,0.07,-0.568,-0.587
1737,1620295677717,-0.07,-0.577,-0.566
1738,1620295677774,-0.03,-0.547,-0.556
1739,1620295677834,-0.04,-0.572,-0.548
1740,1620295677888,-0.09,-0.55,-0.537
1741,1620295677937,0.02,-0.552,-0.574
1742,1620295678005,-0.03,-0.584,-0.575
1743,1620295678054,-0.03,-0.548,-0.563
1744,1620295678120,-0.03,-0.575,-0.561
1745,1620295678183,-0.1,-0.545,-0.536
1746,1620295678241,-0.01,-0.541,-0.563
1747,1620295678289,0.01,-0.574,-0.568
1748,1620295678353,-0.06,-0.563,-0.555
1749,1620295678405,0.0,-0.573,-0.584
1750,1620295678472,-0.13,-0.544,-0.538
1751,1620295678521,-0.07,-0.537,-0.561
1752,1620295678588,0.05,-0.582,-0.561
1753,1620295678642,-0.06,-0.576,-0.552
1754,1620295678705,0.03,-0.564,-0.582
1755,1620295678753,-0.1,-0.557,-0.547
1756,1620295678820,-0.1,-0.537,-0.548
1757,1620295678872,0.0,-0.561,-0.572
1758,1620295678936,-0.04,-0.576,-0.561
1759,1620295678990,0.0,-0.547,-0.575
1760,1620295679051,-0.01,-0.575,-0.547
1761,1620295679104,-0.09,-0.545,-0.543
1762,1620295679168,0.06,-0.563,-0.583
1763,1620295679220,-0.05,-0.58,-0.575
1764,1620295679271,-0.04,-0.552,-0.562
1765,1620295679339,-0.04,-0.574,-0.551
1766,1620295679401,-0.1,-0.551,-0.528
1767,1620295679454,0.02,-0.547,-0.578
1768,1620295679506,0.02,-0.586,-0.578
1769,1620295679574,-0.06,-0.551,-0.555
1770,1620295679622,-0.02,-0.561,-0.567
1771,1620295679689,-0.13,-0.547,-0.536
1772,1620295679737,0.0,-0.546,-0.566
1773,1620295679805,0.06,-0.587,-0.575
1774,1620295679859,-0.1,-0.566,-0.544
1775,1620295679920,0.0,-0.543,-0.575
1776,1620295679975,-0.1,-0.555,-0.557
1777,1620295680038,-0.02,-0.551,-0.563
1778,1620295680092,0.01,-0.581,-0.581
1779,1620295680153,-0.07,-0.57,-0.545
1780,1620295680211,-0.02,-0.54,-0.567
1781,1620295680269,-0.03,-0.571,-0.554
1782,1620295680327,-0.09,-0.545,-0.552
1783,1620295680385,0.06,-0.579,-0.591
1784,1620295680437,-0.07,-0.572,-0.557
1785,1620295680502,-0.05,-0.537,-0.559
1786,1620295680557,-0.02,-0.568,-0.551
1787,1620295680618,-0.12,-0.535,-0.539
1788,1620295680671,0.07,-0.562,-0.582
1789,1620295680735,-0.03,-0.585,-0.571
1790,1620295680793,-0.06,-0.553,-0.563
1791,1620295680850,-0.03,-0.567,-0.556
1792,1620295680905,-0.13,-0.548,-0.53
1793,1620295680961,0.03,-0.548,-0.569
1794,1620295681022,0.0,-0.581,-0.576
