Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),xg (g),yg (g),zg (g)
2971,1620295749286,-0.04,-0.56,-0.558
2972,1620295749344,-0.05,-0.554,-0.547
2973,1620295749402,0.06,-0.56,-0.581
2974,1620295749459,0.02,-0.587,-0.572
2975,1620295749517,-0.1,-0.54,-0.538
2976,1620295749574,0.01,-0.553,-0.572
2977,1620295749633,-0.07,-0.565,-0.565
2978,1620295749690,-0.02,-0.556,-0.577
2979,1620295749748,0.0,-0.578,-0.568
2980,1620295749806,-0.12,-0.557,-0.531
2981,1620295749864,0.01,-0.545,-0.569
2982,1620295749921,0.0,-0.581,-0.577
2983,1620295749979,-0.05,-0.562,-0.557
2984,1620295750038,-0.01,-0.557,-0.577
2985,1620295750096,-0.14,-0.552,-0.54
2986,1620295750154,-0.02,-0.532,-0.563
2987,1620295750212,0.03,-0.583,-0.567
2988,1620295750270,-0.05,-0.568,-0.557
2989,1620295750327,0.02,-0.564,-0.587
2990,1620295750386,-0.07,-0.561,-0.55
2991,1620295750444,-0.12,-0.531,-0.552
2992,1620295750502,0.03,-0.578,-0.576
2993,1620295750559,-0.05,-0.576,-0.549
2994,1620295750617,0.0,-0.542,-0.533
2995,1620295750675,-0.01,-0.541,-0.517
2996,1620295750734,-0.1,-0.507,-0.522
2997,1620295750791,0.07,-0.54,-0.566
2998,1620295750849,-0.07,-0.57,-0.571
2999,1620295750908,-0.05,-0.543,-0.552
3000,1620295750966,-0.04,-0.56,-0.548
3001,1620295751024,-0.12,-0.548,-0.54
3002,1620295751082,0.08,-0.55,-0.585
3003,1620295751138,0.01,-0.591,-0.578
3004,1620295751197,-0.1,-0.547,-0.546
3005,1620295751255,-0.04,-0.553,-0.562
3006,1620295751314,-0.1,-0.552,-0.544
3007,1620295751371,0.0,-0.542,-0.573
3008,1620295751428,0.01,-0.595,-0.578
3009,1620295751487,-0.1,-0.552,-0.54
3010,1620295751544,-0.01,-0.547,-0.567
3011,1620295751603,-0.06,-0.556,-0.552
3012,1620295751661,-0.04,-0.551,-0.563
3013,1620295751719,0.03,-0.59,-0.578
3014,1620295751777,-0.1,-0.56,-0.542
3015,1620295751836,-0.02,-0.538,-0.561
3016,1620295751894,-0.02,-0.567,-0.553
3017,1620295751952,-0.12,-0.55,-0.553
3018,1620295752009,0.08,-0.57,-0.587
3019,1620295752068,-0.09,-0.577,-0.56
3020,1620295752126,-0.06,-0.543,-0.555
3021,1620295752185,-0.02,-0.567,-0.555
3022,1620295752243,-0.07,-0.552,-0.537
3023,1620295752300,0.06,-0.57,-0.576
3024,1620295752358,-0.04,-0.582,-0.577
3025,1620295752417,-0.06,-0.542,-0.555
3026,1620295752475,-0.05,-0.566,-0.554
3027,1620295752534,-0.09,-0.555,-0.537
3028,1620295752591,0.01,-0.551,-0.573
3029,1620295752648,0.03,-0.593,-0.578
3030,1620295752707,-0.1,-0.553,-0.55
3031,1620295752765,-0.01,-0.551,-0.568
3032,1620295752823,-0.12,-0.547,-0.547
3033,1620295752882,-0.01,-0.547,-0.573
3034,1620295752939,0.05,-0.591,-0.576
3035,1620295752996,-0.09,-0.572,-0.547
3036,1620295753054,0.0,-0.551,-0.568
3037,1620295753113,-0.07,-0.552,-0.558
3038,1620295753171,-0.06,-0.551,-0.56
3039,1620295753228,0.07,-0.575,-0.59
3040,1620295753287,-0.09,-0.569,-0.55
3041,1620295753345,-0.02,-0.533,-0.567
3042,1620295753403,-0.01,-0.571,-0.551
3043,1620295753462,-0.09,-0.553,-0.546
3044,1620295753519,0.06,-0.565,-0.593
3045,1620295753577,-0.09,-0.58,-0.561
3046,1620295753636,-0.06,-0.54,-0.547
3047,1620295753694,-0.04,-0.577,-0.548
3048,1620295753753,-0.06,-0.55,-0.543
3049,1620295753810,0.07,-0.559,-0.585
3050,1620295753867,0.01,-0.586,-0.576
3051,1620295753925,-0.13,-0.537,-0.541
3052,1620295753983,-0.02,-0.558,-0.566
3053,1620295754042,-0.12,-0.551,-0.54
3054,1620295754099,0.02,-0.554,-0.577
3055,1620295754156,0.01,-0.593,-0.567
3056,1620295754215,-0.13,-0.561,-0.536
3057,1620295754272,0.01,-0.546,-0.569
3058,1620295754331,-0.07,-0.56,-0.56
3059,1620295754389,-0.01,-0.558,-0.571
3060,1620295754446,0.0,-0.576,-0.579
3061,1620295754504,-0.12,-0.555,-0.549
3062,1620295754562,0.0,-0.53,-0.563
3063,1620295754619,0.02,-0.587,-0.57
3064,1620295754677,-0.06,-0.581,-0.555
3065,1620295754734,0.03,-0.556,-0.581
3066,1620295754793,-0.12,-0.553,-0.541
3067,1620295754851,-0.07,-0.527,-0.56
3068,1620295754908,0.01,-0.583,-0.581
3069,1620295754967,-0.03,-0.572,-0.552
3070,1620295755024,0.0,-0.558,-0.577
3071,1620295755082,0.0,-0.563,-0.552
3072,1620295755139,-0.09,-0.556,-0.554
3073,1620295755197,0.08,-0.583,-0.59
3074,1620295755255,-0.12,-0.568,-0.552
3075,1620295755314,-0.07,-0.532,-0.541
3076,1620295755372,-0.04,-0.562,-0.544
3077,1620295755431,-0.05,-0.562,-0.547
3078,1620295755488,0.1,-0.554,-0.592
3079,1620295755546,-0.02,-0.586,-0.568
3080,1620295755605,-0.1,-0.545,-0.543
3081,1620295755662,-0.04,-0.559,-0.56
3082,1620295755721,-0.07,-0.56,-0.538
3083,1620295755778,0.01,-0.551,-0.573
3084,1620295755836,0.01,-0.596,-0.572
3085,1620295755893,-0.1,-0.551,-0.532
3086,1620295755951,0.0,-0.552,-0.57
3087,1620295756009,-0.03,-0.574,-0.563
3088,1620295756067,-0.02,-0.551,-0.575
3089,1620295756125,0.01,-0.579,-0.587
3090,1620295756184,-0.13,-0.548,-0.541
3091,1620295756242,-0.03,-0.539,-0.559
3092,1620295756299,0.01,-0.566,-0.56
3093,1620295756357,-0.06,-0.57,-0.562
3094,1620295756415,0.05,-0.563,-0.589
3095,1620295756473,-0.14,-0.554,-0.545
3096,1620295756531,-0.06,-0.535,-0.558
